Sigla;Código;Município;1970;1980;1991;2000;2010;
SP;3515509;Fernandópolis;56,25;60,33;72,081;75,824;77,31;
SP;3515608;Fernando Prestes;58,85;61,35;66,545;69,731;76,55;
SP;3515657;Fernão;;;64,109;69,865;75,55;
SP;3515707;Ferraz de Vasconcelos;50,68;54,59;65,199;70,327;74,65;
SP;3515806;Flora Rica;55,39;60,83;68,867;71,095;72,74;
SP;3515905;Floreal;56,37;61,56;69,986;74,217;73,49;
SP;3516002;Flórida Paulista;56,09;63,22;70,644;72,423;73,44;
SP;3516101;Florínia;56,19;58,32;71,446;72,695;74,19;
SP;3516200;Franca;55,27;62,04;71,739;73,029;75,5;
SP;3516309;Francisco Morato;49,9;54,91;65,015;68,017;73,91;
SP;3516408;Franco da Rocha;52,45;54,91;68,016;70,976;76,09;
SP;3516507;Gabriel Monteiro;54,47;57,59;68,232;69,76;73,54;
SP;3516606;Gália;49,76;59,44;64,706;69,865;74,36;
SP;3516705;Garça;50,92;59,44;68,213;71,374;75,93;
SP;3516804;Gastão Vidigal;54,33;59,67;66,271;70,268;74,03;
SP;3516853;Gavião Peixoto;;;70,005;71,342;73,14;
SP;3516903;General Salgado;55,75;62,11;67,271;68,599;73,5;
SP;3517000;Getulina;55,96;58,67;70,715;71,838;73,76;
SP;3517109;Glicério;54,47;57,77;66,886;69,76;76,47;
SP;3517208;Guaiçara;51,18;54,61;68,768;72,027;76,16;
SP;3517307;Guaimbê;53,11;56,85;69,527;71,657;74,77;
SP;3517406;Guaíra;53,15;60,75;68,238;75,934;74,46;
SP;3517505;Guapiaçu;56,75;58,01;68,016;75,911;76,93;
SP;3517604;Guapiara;53,11;54,72;60,084;66,279;73,37;
SP;3517703;Guará;54,68;60,15;68,146;70,894;74,55;
SP;3517802;Guaraçaí;54,21;55;68,267;70,767;73,2;
SP;3517901;Guaraci;55,13;63,48;67,016;69,244;75,37;
SP;3518008;Guarani d'Oeste;56,38;59,8;67,735;71,165;73,34;
SP;3518107;Guarantã;56,11;58,81;65,023;66,781;74,93;
SP;3518206;Guararapes;53,07;58,04;72,741;74,578;75,39;
SP;3518305;Guararema;49,16;54,59;66,216;72,496;74,03;
SP;3518404;Guaratinguetá;51,8;57,3;69,05;70,64;78,17;
SP;3518503;Guareí;54,51;57,43;63,036;70,295;73,27;
SP;3518602;Guariba;54,45;59,49;68,028;69,731;73,63;
SP;3518701;Guarujá;50,32;55,09;65,015;69,932;76,23;
SP;3518800;Guarulhos;52,18;54,94;68,016;69,268;74,83;
SP;3518859;Guatapará;;;69,941;72,531;74,34;
SP;3518909;Guzolândia;48,68;61,49;64,494;69,337;73,49;
SP;3519006;Herculândia;54,86;56,03;64,756;67,956;73,52;
SP;3519055;Holambra;;;69,508;73,298;77,66;
SP;3519071;Hortolândia;;;69,549;72,198;76,51;
SP;3519105;Iacanga;55,09;60,17;69,953;72,183;76,03;
SP;3519204;Iacri;57,63;63,01;67,147;74,279;76,42;
SP;3519253;Iaras;;;65,327;67,93;75,87;
SP;3519303;Ibaté;54,41;63,07;70,222;73,763;73,81;
SP;3519402;Ibirá;56,75;61,15;70,855;75,975;75,48;
SP;3519501;Ibirarema;55,92;61,99;67,714;70,771;74,03;
SP;3519600;Ibitinga;56,86;61,52;70,005;71,557;75,76;
SP;3519709;Ibiúna;50,15;57,46;63,31;69,774;74,91;
SP;3519808;Icém;54,03;58,4;66,106;68,121;73,34;
SP;3519907;Iepê;51,68;56,5;66,855;68,16;73,85;
SP;3520004;Igaraçu do Tietê;53,32;57,03;68,571;71,407;75,3;
SP;3520103;Igarapava;57,95;64,67;68,146;70,894;75,08;
SP;3520202;Igaratá;48,66;58,88;70,34;71,455;76,28;
SP;3520301;Iguape;50;57,81;67,674;68,198;75,84;
SP;3520400;Ilhabela;57,18;58,25;66,231;70,652;75,56;
SP;3520426;Ilha Comprida;;;65,827;72,195;74,36;
SP;3520442;Ilha Solteira;;;71,304;75,8;77,24;
SP;3520509;Indaiatuba;56,71;59,36;69,835;72,889;75,22;
SP;3520608;Indiana;52,89;60,11;65,214;72,186;75,56;
SP;3520707;Indiaporã;56,85;60,79;65,987;71,165;75,11;
SP;3520806;Inúbia Paulista;55,68;60,34;72,076;75,972;75,95;
SP;3520905;Ipaussu;50,58;57,49;70,711;74,898;74,66;
SP;3521002;Iperó;51,72;60,71;70,041;72,417;73,86;
SP;3521101;Ipeúna;56,34;60,31;68,157;71,173;75,7;
SP;3521150;Ipiguá;;;72,47;74,764;75,33;
SP;3521200;Iporanga;45,53;54,61;63,633;66,279;73,96;
SP;3521309;Ipuã;53,46;60,6;66,341;71,986;75,9;
SP;3521408;Iracemápolis;56,18;60,03;72,081;74,605;76,76;
SP;3521507;Irapuã;50,89;59,83;70,315;73,581;75,63;
SP;3521606;Irapuru;55,4;60,96;68,301;72,312;75,33;
SP;3521705;Itaberá;51,08;55,02;63,892;69,071;73,18;
SP;3521804;Itaí;52,1;57,48;66,854;68,409;74,77;
SP;3521903;Itajobi;55,65;64,95;72,111;76,317;74,94;
SP;3522000;Itaju;61,43;62,28;70,7;76,545;74,39;
SP;3522109;Itanhaém;51,2;57,63;65,522;69,651;74,36;
SP;3522158;Itaóca;;;60,084;60,995;72,2;
SP;3522208;Itapecerica da Serra;50,72;56,01;66,734;70,687;76,09;
SP;3522307;Itapetininga;53,07;56,8;66,292;69,877;76,86;
SP;3522406;Itapeva;48,31;56,38;63,332;66,542;73,18;
SP;3522505;Itapevi;49,92;55,36;67,743;69,209;76,28;
SP;3522604;Itapira;54,62;59,51;70,114;70,735;76,1;
SP;3522653;Itapirapuã Paulista;;;58,303;60,995;73,96;
SP;3522703;Itápolis;57,09;61,75;68,313;71,342;75,14;
SP;3522802;Itaporanga;50,67;58,94;63,77;65,267;75,11;
SP;3522901;Itapuí;59,44;60,22;66,676;71,407;75,47;
SP;3523008;Itapura;52,58;59,29;68,904;70,767;73,75;
SP;3523107;Itaquaquecetuba;49,61;54,53;65,199;67,101;75,66;
SP;3523206;Itararé;47,21;54,45;63,332;65,267;73,18;
SP;3523305;Itariri;54,77;57,18;65,732;68,299;75,21;
SP;3523404;Itatiba;57,73;60,22;69,483;73,079;75,64;
SP;3523503;Itatinga;48,28;57,6;67,357;70,899;75,44;
SP;3523602;Itirapina;58,2;61,54;68,157;69,774;73,77;
SP;3523701;Itirapuã;53,29;62,25;68,651;70,362;74,55;
SP;3523800;Itobi;51,83;60,87;66,88;73,925;74,19;
SP;3523909;Itu;51;56,34;68,205;71,527;76,23;
SP;3524006;Itupeva;53,53;58,02;70,699;71,812;75,63;
SP;3524105;Ituverava;56,15;62,81;65,022;69,699;75,47;
SP;3524204;Jaborandi;52,31;59,28;67,93;70,187;75,71;
SP;3524303;Jaboticabal;56,3;61,75;68,028;72,432;76,08;
SP;3524402;Jacareí;53,47;57,51;67,198;70,795;75,2;
SP;3524501;Jaci;56,75;60,55;72,47;73,808;74,05;
SP;3524600;Jacupiranga;49,35;57,54;66,714;69,57;74,89;
SP;3524709;Jaguariúna;53,37;57,61;69,508;75,36;76,74;
SP;3524808;Jales;53,13;57,18;68,026;72,147;76,32;
SP;3524907;Jambeiro;52,35;62,7;66,11;71,516;76,61;
SP;3525003;Jandira;51,17;54,19;69,786;71,347;75,46;
SP;3525102;Jardinópolis;56,57;61,6;69,908;73,484;76,15;
SP;3525201;Jarinu;50,22;56,7;64,478;67,246;74,53;
SP;3525300;Jaú;57,13;60,55;72,562;73,735;78,13;
SP;3525409;Jeriquara;51,24;62,25;68,3;70,362;73,86;
SP;3525508;Joanópolis;54,39;57,79;66,273;70,73;74,43;
SP;3525607;João Ramalho;56,25;59,39;70,728;74,784;74,1;
SP;3525706;José Bonifácio;55,74;61,48;71,935;75,42;77,14;
SP;3525805;Júlio Mesquita;47,54;55,96;64,44;71,575;73,76;
SP;3525854;Jumirim;;;72,107;73,727;76,75;
SP;3525904;Jundiaí;53,69;59,05;72,292;73,937;76,94;
SP;3526001;Junqueirópolis;53,82;57,65;63,521;70,516;76,61;
SP;3526100;Juquiá;49,86;57,05;63,897;68,334;74,36;
SP;3526209;Juquitiba;45,57;56,01;67,208;69,992;72,48;
SP;3526308;Lagoinha;49,3;58,48;66,137;71,692;72,82;
SP;3526407;Laranjal Paulista;52,07;61,16;65,512;71,729;74,73;
SP;3526506;Lavínia;55,65;61,25;66,81;69,479;74,17;
SP;3526605;Lavrinhas;49,91;57,55;65,634;72,029;74,38;
SP;3526704;Leme;57,56;60,8;68,777;72,568;76,05;
SP;3526803;Lençóis Paulista;54,71;57,86;68,021;73,433;75,19;
SP;3526902;Limeira;55,6;59,02;68,777;72,568;76,11;
SP;3527009;Lindóia;50,97;55,4;69,657;75,966;76,85;
SP;3527108;Lins;53,81;54,81;72,203;73,56;77,13;
SP;3527207;Lorena;51,18;56,95;67,77;70,64;76,35;
SP;3527256;Lourdes;;;65,511;68,041;73,96;
SP;3527306;Louveira;51,69;59,6;71,156;71,812;76,65;
SP;3527405;Lucélia;52,39;59,42;69,762;71,014;75,48;
SP;3527504;Lucianópolis;55,34;58,64;68,492;72,456;73,55;
SP;3527603;Luís Antônio;56,05;60,89;66,247;71,596;74,34;
SP;3527702;Luiziânia;54,83;61,48;70,547;73,078;73,88;
SP;3527801;Lupércio;49,85;59,49;64,109;69,87;74,81;
SP;3527900;Lutécia;53,68;58,19;67,041;69,911;75,75;
SP;3528007;Macatuba;56,09;57,41;68,166;71,962;76,52;
SP;3528106;Macaubal;55,84;63,38;70,516;72,042;75,64;
SP;3528205;Macedônia;53,22;60,35;64,248;71,165;76,09;
SP;3528304;Magda;51,2;59,44;70,567;74,246;74,38;
SP;3528403;Mairinque;53,56;57,35;68,205;72,417;74,85;
SP;3528502;Mairiporã;49,61;58,06;68,016;69,824;77,86;
SP;3528601;Manduri;53,76;57,58;65,361;70,093;74,05;
SP;3528700;Marabá Paulista;50,62;55,61;62,547;68,713;73,54;
SP;3528809;Maracaí;52,99;60,64;70,413;71,532;75,97;
SP;3528858;Marapoama;;;72,111;75,948;76,14;
SP;3528908;Mariápolis;57,07;60,06;66,994;69,478;74,78;
SP;3529005;Marília;51,41;59,8;68,722;71,374;76,26;
SP;3529104;Marinópolis;52,43;55,7;64,086;70,644;74,5;
SP;3529203;Martinópolis;51,3;61,11;64,236;68,713;74,93;
SP;3529302;Matão;59,44;63,28;71,977;73,763;75,84;
SP;3529401;Mauá;49,09;56,26;68,121;68,5;76,13;
SP;3529500;Mendonça;57,49;60,08;71,132;71,377;76,78;
SP;3529609;Meridiano;56,05;57,56;66,266;71,476;74,04;
SP;3529658;Mesópolis;;;63,332;69,802;75,84;
SP;3529708;Miguelópolis;52,8;63,48;67,846;74,803;76,78;
SP;3529807;Mineiros do Tietê;57,02;60,75;70,7;73,735;74,39;
SP;3529906;Miracatu;50,32;56,03;68,568;70,8;73,18;
SP;3530003;Mira Estrela;51,26;60,35;69,344;72,7;73,34;
SP;3530102;Mirandópolis;54,44;61,32;70,426;72,709;77,12;
SP;3530201;Mirante do Paranapanema;53,72;62,74;61,168;68,713;75,45;
SP;3530300;Mirassol;56,08;62,41;71,054;75,42;75,76;
SP;3530409;Mirassolândia;56,75;60,66;68,974;73,53;74,76;
SP;3530508;Mococa;52,72;61,5;67,936;73,925;74,63;
SP;3530607;Moji das Cruzes;50,98;54,13;66,818;68,501;76,07;
SP;3530706;Mogi Guaçu;54,82;57,44;69,37;72,975;76,1;
SP;3530805;Moji-Mirim;55,03;58,56;70,303;72,661;77,74;
SP;3530904;Mombuca;55,22;58,7;68,553;70,769;74,18;
SP;3531001;Monções;57,46;61,79;70,903;73,314;73,81;
SP;3531100;Mongaguá;51,89;56,55;65,804;70,356;76,24;
SP;3531209;Monte Alegre do Sul;55,47;58,27;69,657;74,422;76,5;
SP;3531308;Monte Alto;56,59;63,9;71,439;72,432;76,56;
SP;3531407;Monte Aprazível;55,52;60,92;70,516;73,314;76,64;
SP;3531506;Monte Azul Paulista;57,46;61,35;66,663;69,237;75,56;
SP;3531605;Monte Castelo;53,82;57,18;66,947;70,175;73,81;
SP;3531704;Monteiro Lobato;47,6;61,07;69,118;72,373;74,53;
SP;3531803;Monte Mor;56,6;60;70,405;72,198;76,78;
SP;3531902;Morro Agudo;53,31;62,21;68,123;70,187;75,15;
SP;3532009;Morungaba;52,53;56,7;68,753;70,73;73,1;
SP;3532058;Motuca;;;70,005;71,342;76,51;
SP;3532108;Murutinga do Sul;52,58;59,29;71,304;72,709;75,84;
SP;3532157;Nantes;;;65,786;68,16;72,41;
SP;3532207;Narandiba;51,27;59,41;71,89;74,064;75,33;
SP;3532306;Natividade da Serra;50,9;60,53;66,137;72,176;73,86;
SP;3532405;Nazaré Paulista;47,02;59,38;67,841;70,73;74,08;
SP;3532504;Neves Paulista;55,84;60,31;71,151;73,314;74,38;
SP;3532603;Nhandeara;55,37;61,79;70,956;73,314;75,08;
SP;3532702;Nipoã;55,84;59,14;70,516;74,639;73,81;
SP;3532801;Nova Aliança;54,75;60,66;72,43;76,045;74,56;
SP;3532827;Nova Campina;;;63,381;65,267;72,94;
SP;3532843;Nova Canaã Paulista;;;63,332;69,802;73,33;
SP;3532868;Nova Castilho;;;70,567;72,089;74,38;
SP;3532900;Nova Europa;57,09;59,81;71,493;73,763;77,11;
SP;3533007;Nova Granada;54,01;61,05;68,851;74,673;74,05;
SP;3533106;Nova Guataporanga;57,09;60,11;67,154;71,561;75,52;
SP;3533205;Nova Independência;49,52;53,22;62,844;70,767;74,63;
SP;3533254;Novais;;;70,934;72,362;74,32;
SP;3533304;Nova Luzitânia;48,99;60,66;66,271;68,259;73,49;
SP;3533403;Nova Odessa;52,31;58,26;69,667;74,873;76,68;
SP;3533502;Novo Horizonte;55,97;57,95;72,111;75,5;76,92;
SP;3533601;Nuporanga;53,7;63;68,238;69,584;76,94;
SP;3533700;Ocauçu;50,02;63,93;68,722;72,155;74,81;
SP;3533809;Óleo;57,09;59,11;68,46;70,339;76,46;
SP;3533908;Olímpia;58,56;61,81;72,47;73,53;77,02;
SP;3534005;Onda Verde;56,75;60,76;68,86;73,53;76,78;
SP;3534104;Oriente;51,29;56,64;70,165;73,944;75,22;
SP;3534203;Orindiúva;56,75;60,66;66,106;70,133;74,42;
SP;3534302;Orlândia;55,77;61,94;71,028;74,803;77,89;
SP;3534401;Osasco;51,93;55,74;69,786;71,347;75,42;
SP;3534500;Oscar Bressane;52,81;59,44;68,722;69,865;74,36;
SP;3534609;Osvaldo Cruz;55,84;63,6;69,52;71,711;75,22;
SP;3534708;Ourinhos;52,54;59,83;70,675;73,498;76,53;
SP;3534757;Ouroeste;;;65,875;72,04;76,93;
SP;3534807;Ouro Verde;53,73;59,59;64,162;70,175;73,81;
SP;3534906;Pacaembu;55,51;57,82;68,867;70,042;75,6;
SP;3535002;Palestina;57,8;61,13;69,882;71,549;75,88;
SP;3535101;Palmares Paulista;52,32;62,44;70,934;72,362;75,21;
SP;3535200;Palmeira d'Oeste;55,43;57,84;66,602;70,644;74,76;
SP;3535309;Palmital;55,85;58,09;66,117;68,16;73,83;
SP;3535408;Panorama;48,05;62,17;65,515;72,074;73,81;
SP;3535507;Paraguaçu Paulista;52,24;58,19;67,372;69,235;75,18;
SP;3535606;Paraibuna;56,55;58,09;66,11;71,516;73,91;
SP;3535705;Paraíso;57,87;64,46;72,779;76,175;75,19;
SP;3535804;Paranapanema;48,59;59,23;64,553;70,022;75,31;
SP;3535903;Paranapuã;56,74;61,8;69,491;74,453;75,52;
SP;3536000;Parapuã;55,34;57,44;68,365;72,423;74,78;
SP;3536109;Pardinho;55,32;58,6;71,199;75,855;74,23;
SP;3536208;Pariquera-Açu;54,7;56,08;63,897;70,8;76,7;
SP;3536257;Parisi;;;65,51;70,123;75,5;
SP;3536307;Patrocínio Paulista;56,12;64,72;72,271;76,449;74,55;
SP;3536406;Paulicéia;54,92;59,59;65,243;70,175;73,64;
SP;3536505;Paulínia;54,28;61,27;70,915;73,298;76,83;
SP;3536570;Paulistânia;;;68,492;76,371;74,04;
SP;3536604;Paulo de Faria;58,06;60,66;66,106;67,773;73;
SP;3536703;Pederneiras;53,32;57,53;67,158;71,407;73,74;
SP;3536802;Pedra Bela;49,44;58,27;63,327;70,248;72,77;
SP;3536901;Pedranópolis;58,96;62,91;71,224;74,423;76,26;
SP;3537008;Pedregulho;55,84;60,46;71,739;75,788;74,2;
SP;3537107;Pedreira;56,6;60,6;70,424;73,298;76,82;
SP;3537156;Pedrinhas Paulista;;;71,849;73,582;75,19;
SP;3537206;Pedro de Toledo;51,57;59,11;63,662;66,5;73,71;
SP;3537305;Penápolis;55,42;56,99;67,525;71,647;76,55;
SP;3537404;Pereira Barreto;52,76;58,47;71,054;72,709;75,71;
SP;3537503;Pereiras;54,36;63;68,054;71,436;77,35;
SP;3537602;Peruíbe;48,82;56,19;65,522;69,651;76,24;
SP;3537701;Piacatu;57,8;60,89;68,232;70,919;75,57;
SP;3537800;Piedade;49,61;55,41;65,594;69,812;75,87;
SP;3537909;Pilar do Sul;51,19;56,96;65,594;69,812;74,18;
SP;3538006;Pindamonhangaba;54,59;61;67,492;72,248;75,58;
SP;3538105;Pindorama;57,87;65,34;72,779;75,641;75,51;
SP;3538204;Pinhalzinho;47,47;58,14;69,657;73,728;73,49;
SP;3538303;Piquerobi;50,75;62,46;68,199;69,361;75,18;
SP;3538501;Piquete;53,1;59,68;70,554;72,029;74,38;
SP;3538600;Piracaia;48,21;57,4;69,038;73,079;76,03;
SP;3538709;Piracicaba;56,5;57,97;70,025;72,953;75,88;
SP;3538808;Piraju;57,09;60,15;65,015;70,78;75,59;
SP;3538907;Pirajuí;52,65;54,67;65,534;70,793;76,18;
SP;3539004;Pirangi;56,59;59,02;69,647;72,432;75,19;
SP;3539103;Pirapora do Bom Jesus;49,9;55,36;67,743;69,209;73,59;
SP;3539202;Pirapozinho;51,36;59,16;68,115;70,781;76,79;
SP;3539301;Pirassununga;58,1;58,79;69,487;75,162;78,03;
SP;3539400;Piratininga;55,09;58,17;69,37;72,183;76,53;
SP;3539509;Pitangueiras;57,58;61,03;68,028;69,731;74,77;
SP;3539608;Planalto;54,76;63,81;68,699;69,244;76,19;
SP;3539707;Platina;52,72;62,34;65,786;68,339;74,41;
SP;3539806;Poá;50,73;54,59;69,75;71,061;76,33;
SP;3539905;Poloni;55,84;59,79;70,516;72,287;76,18;
SP;3540002;Pompéia;53,65;59,32;69,529;74,241;76,81;
SP;3540101;Pongaí;55,09;64;68,492;74,867;75,65;
SP;3540200;Pontal;53,65;56,86;70,527;71,596;75,27;
SP;3540259;Pontalinda;;;63,332;69,802;75,84;
SP;3540309;Pontes Gestal;53,61;59,22;65,51;68,072;73,3;
SP;3540408;Populina;50,77;61,29;69,425;72,244;73,25;
SP;3540507;Porangaba;53,84;58,51;63,786;72,08;76,81;
SP;3540606;Porto Feliz;51,7;57,42;70,041;74,032;75,14;
SP;3540705;Porto Ferreira;56,57;59,43;68,142;71,82;74,63;
SP;3540754;Potim;;;67,706;70,64;73,38;
SP;3540804;Potirendaba;56,75;62,67;72,47;75,42;76,41;
SP;3540853;Pracinha;;;69,657;74,081;73,82;
SP;3540903;Pradópolis;56,79;60,88;72,99;73,484;74,34;
SP;3541000;Praia Grande;49,23;56,79;65,015;68,963;75,04;
SP;3541059;Pratânia;;;64,493;67,101;72,86;
SP;3541109;Presidente Alves;52,96;62,93;69,316;70,793;73,65;
SP;3541208;Presidente Bernardes;56,24;60,7;71,89;73,321;75,34;
SP;3541307;Presidente Epitácio;48,66;57,07;61,906;68,134;75,72;
SP;3541406;Presidente Prudente;54,15;61,59;70,979;73,577;76,49;
SP;3541505;Presidente Venceslau;53,93;60,23;71,247;73,321;75,19;
SP;3541604;Promissão;53,81;56,43;72,203;75,981;75,99;
SP;3541653;Quadra;;;68,054;71,436;74,3;
SP;3541703;Quatá;53,49;57,06;71,668;73,185;73,84;
SP;3541802;Queiroz;43,7;57,7;67,147;70,874;73,65;
SP;3541901;Queluz;55,3;60,54;63,906;70,64;74,38;
SP;3542008;Quintana;54,85;60,75;65,083;67,956;73,65;
SP;3542107;Rafard;56,17;65,31;72,107;73,727;74,37;
SP;3542206;Rancharia;52,48;60,96;71,258;73,321;76,64;
SP;3542305;Redenção da Serra;54,01;58,31;66,137;71,692;72,95;
SP;3542404;Regente Feijó;55,47;63,04;68,921;73,321;74,1;
SP;3542503;Reginópolis;57,23;58,64;65,023;69,356;74,04;
SP;3542602;Registro;51,07;56,32;66,714;69,57;76,08;
SP;3542701;Restinga;55,02;62,25;66,301;71,091;74,55;
SP;3542800;Ribeira;48,75;54,98;61,77;65,409;72,83;
SP;3542909;Ribeirão Bonito;57,75;61,96;70,789;71,987;73,66;
SP;3543006;Ribeirão Branco;49,36;54,61;58,303;60,995;72,83;
SP;3543105;Ribeirão Corrente;52,78;62,25;69,236;70,362;73,86;
SP;3543204;Ribeirão do Sul;56,99;59,34;66,538;71,486;74,05;
SP;3543238;Ribeirão dos Índios;;;70,139;71,977;73,52;
SP;3543253;Ribeirão Grande;;;63,633;66,279;73,43;
SP;3543303;Ribeirão Pires;51,43;56,22;68,343;69,929;75,81;
SP;3543402;Ribeirão Preto;57,93;61,3;72,99;74,397;75,65;
SP;3543501;Riversul;50,89;56,38;59,174;65,267;72,94;
SP;3543600;Rifaina;49,27;62,25;62,432;70,362;74,42;
SP;3543709;Rincão;60,82;65,64;72,183;73,186;74,53;
SP;3543808;Rinópolis;55,4;58,23;65,557;70,578;75,59;
SP;3543907;Rio Claro;58,61;61,76;70,196;71,34;76,72;
SP;3544004;Rio das Pedras;56,17;58,7;68,553;70,998;75,49;
SP;3544103;Rio Grande da Serra;44,4;54,35;68,121;69,929;74,36;
SP;3544202;Riolândia;54,91;58,93;65,51;68,072;74,04;
SP;3544251;Rosana;;;67,653;73,585;74,1;
SP;3544301;Roseira;52,04;55,28;70,5;72,029;74,38;
SP;3544400;Rubiácea;57,96;59,05;72,585;74,578;74,17;
SP;3544509;Rubinéia;49,8;63,14;68,026;72,717;75,64;
SP;3544608;Sabino;58,6;63,04;71,095;74,205;73,76;
SP;3544707;Sagres;53,59;60,58;66,657;69,478;74,78;
SP;3544806;Sales;55,85;62,9;72,111;73,581;76,56;
SP;3544905;Sales Oliveira;58,79;64,51;71,435;74,803;75,71;
SP;3545001;Salesópolis;53,23;56,51;66,396;68,501;74,75;
SP;3545100;Salmourão;54,11;56,51;65,557;70,033;75,77;
SP;3545159;Saltinho;;;71,037;77,347;76,39;
SP;3545209;Salto;52,86;55,59;68,205;71,101;75,19;
SP;3545308;Salto de Pirapora;49,96;57,35;65,13;71,855;75,04;
SP;3545407;Salto Grande;51,43;57,47;68,689;70,78;74,5;
SP;3545506;Sandovalina;51,43;60,11;71,89;73,957;73,73;
SP;3545605;Santa Adélia;58,82;65,06;69,081;70,926;75,08;
SP;3545704;Santa Albertina;52,29;60,6;71,016;72,244;73,51;
SP;3545803;Santa Bárbara d'Oeste;58,1;59,93;69,508;73,799;77,04;
SP;3546009;Santa Branca;51,1;57,97;67,175;72,922;74,68;
SP;3546108;Santa Clara d'Oeste;54,51;58,83;71,134;72,244;73,25;
SP;3546207;Santa Cruz da Conceição;56,18;65,43;69,855;72,527;77,56;
SP;3546256;Santa Cruz da Esperança;;;73,632;74,857;74,89;
SP;3546306;Santa Cruz das Palmeiras;54,84;59,84;68,142;73,713;73,87;
SP;3546405;Santa Cruz do Rio Pardo;55,22;56,89;70,711;73,498;77;
SP;3546504;Santa Ernestina;56,59;61,05;69,326;71,251;73,14;
SP;3546603;Santa Fé do Sul;54,89;60,52;71,571;72,244;75,41;
SP;3546702;Santa Gertrudes;58,63;63;70,207;72,568;75,84;
SP;3546801;Santa Isabel;50,55;54,89;67,297;68,641;75,02;
SP;3546900;Santa Lúcia;57,09;60,55;71,614;76,39;74,1;
SP;3547007;Santa Maria da Serra;45,52;58,7;68,553;73,727;74,18;
SP;3547106;Santa Mercedes;51,56;58,52;63,521;70,175;75,79;
SP;3547205;Santana da Ponte Pensa;57;61,77;68,026;72,257;75,41;
SP;3547304;Santana de Parnaíba;50,53;55,14;69,786;71,347;75,92;
SP;3547403;Santa Rita d'Oeste;56,92;59,43;70,78;72,244;75,31;
SP;3547502;Santa Rita do Passa Quatro;56,57;62,79;72,482;74,397;78,22;
SP;3547601;Santa Rosa de Viterbo;53,8;57,43;70,544;72,323;77,1;
SP;3547650;Santa Salete;;;71,571;74,453;76,83;
SP;3547700;Santo Anastácio;53,12;60,94;68,297;73,577;76,22;
SP;3547809;Santo André;54,83;59,1;70,336;70,614;76,66;
SP;3547908;Santo Antônio da Alegria;56,9;64,2;68,021;69,578;74,8;
SP;3548005;Santo Antônio de Posse;54,97;58,43;68,282;72,561;75,3;
SP;3548054;Santo Antônio do Aracanguá;;;66,81;69,479;75,41;
SP;3548104;Santo Antônio do Jardim;57,16;59,45;71,478;73,345;75,12;
SP;3548203;Santo Antônio do Pinhal;53,83;56,98;69,118;75,073;73,69;
SP;3548302;Santo Expedito;53,67;60,11;68,823;76,3;74,69;
SP;3548401;Santópolis do Aguapeí;48,74;58,44;69,099;75,088;74,78;
SP;3548500;Santos;56,07;59,42;71,522;72,27;76,13;
SP;3548609;São Bento do Sapucaí;50,52;59,53;69,118;72,373;73,69;
SP;3548708;São Bernardo do Campo;52,38;57,34;68,927;69,929;76,65;
SP;3548807;São Caetano do Sul;57,35;59,83;71,938;78,184;78,2;
SP;3548906;São Carlos;57,47;62,01;71,613;73,079;76,78;
SP;3549003;São Francisco;50,84;61;71,571;72,972;73,82;
SP;3549102;São João da Boa Vista;53,5;59,61;71,432;76,921;77,23;
SP;3549201;São João das Duas Pontes;53,68;60,35;67,769;71,84;73,34;
SP;3549250;São João de Iracema;;;66,271;70,788;74,97;
SP;3549300;São João do Pau d'Alho;57,03;58,42;65,025;70,175;76,26;
SP;3549409;São Joaquim da Barra;53,01;62,55;68,238;71,986;75,8;
SP;3549508;São José da Bela Vista;55,51;62,25;69,456;71,091;75,61;
SP;3549607;São José do Barreiro;52,81;59,19;62,785;65,568;73,8;
SP;3549706;São José do Rio Pardo;53,2;61,45;70,433;74,098;77,05;
SP;3549805;São José do Rio Preto;57,58;59,51;69,895;71,312;75,74;
SP;3549904;São José dos Campos;52,54;59,84;71,567;73,89;76,27;
SP;3549953;São Lourenço da Serra;;;70,696;71,688;74,36;
SP;3550001;São Luís do Paraitinga;51,13;60,72;70,773;71,692;74,54;
SP;3550100;São Manuel;55,24;58,65;68,949;74,849;73,29;
SP;3550209;São Miguel Arcanjo;50,81;56,48;65,939;71,913;72,95;
SP;3550308;São Paulo;54,33;56,65;68,56;70,66;76,3;
SP;3550407;São Pedro;58,02;58,7;68,626;69,968;76,78;
SP;3550506;São Pedro do Turvo;52,92;58,41;70,226;72,632;74,58;
SP;3550605;São Roque;50,03;57,35;66,792;71,996;76,79;
SP;3550704;São Sebastião;52,77;56,53;66,231;70,652;77,51;
SP;3550803;São Sebastião da Grama;54,05;59,48;67,536;73,504;74,19;
SP;3550902;São Simão;56,85;60,88;69,941;71,596;76,11;
SP;3551009;São Vicente;53,83;55,19;68,016;69,932;76,39;
SP;3551108;Sarapuí;55,43;57,35;65,795;69,305;73,86;
SP;3551207;Sarutaiá;49,97;55,94;66,008;67,819;72,65;
SP;3551306;Sebastianópolis do Sul;56,66;61,79;66,132;72,042;75,08;
SP;3551405;Serra Azul;54,5;60,88;66,195;68,149;73,6;
SP;3551504;Serrana;55,97;60,88;69,941;71,596;75,08;
SP;3551603;Serra Negra;51,62;59,02;70,754;73,728;77,36;
SP;3551702;Sertãozinho;55,08;61,88;71,525;74,397;76,31;
SP;3551801;Sete Barras;48,91;57,98;69,597;70,8;74,89;
